244.38,175.85
247.79,1187.2
255.75,1458.3
267.52,277.47
289.42,757.39
341.56,330.21
337.32,1358.8
340.92,1047.5
362.48,390.87
364.23,194.43
378.37,324.44
385.05,279.25
390.73,429.09
409.44,287.26
412.25,440.39
409.29,774.89
426.47,457.45
428.97,343.38
437.53,492.37
446.49,453.34
452.16,440.46
453.15,351.35
458.12,565.95
462.4,1473.2
467.35,485.47
481.25,567.57
494.49,346.93
494.72,599.21
504.98,123.28
512.74,1095
517.63,466.24
517.49,619.13
523.19,167.67
525.53,636.49
531.76,193.91
531.96,1026.5
538.26,1129.1
543.75,483.16
564.55,518.88
567.78,151.41
570.64,634.66
582.64,484.21
596.39,44.709
608.71,128.87
610.82,464.04
615.65,559.24
623.88,51.736
633.85,670.32
635.41,1170.6
645.22,570.59
645.78,637.33
652.61,987.44
659.01,39.557
664.14,644.62
665.86,32.209
673.93,971.56
693.4,974.04
694.96,669.92
695.49,687.95
699.37,1397.4
704.82,282.9
707.83,652.97
705.25,520.77
706.63,134.49
715.54,1228.6
718.1,994.59
721.55,650.03
724.48,834.96
725.08,506
739.64,1053
740.33,608.54
741.72,266.92
753.73,530.46
752.43,866.8
755.62,1032.2
758.54,1281.7
761.89,807.01
766.17,1121.1
766.99,276.46
770.19,328.66
771.29,252.52
770.48,793.03
779.22,308.95
776.58,574.24
782.83,384.06
784.92,530.64
786.51,209.01
796.26,587.48
791,614.49
791.44,1057.4
792.9,323.08
795.3,1408
794,310.55
795.43,215.04
796.65,555.75
797.66,161.46
800.63,628.7
806.26,380.46
804.13,751.4
801.92,1223.1
804.46,198.08
804.55,1452.1
806.16,1476.3
807.64,772.58
811.8,623.61
809.81,310.4
816.43,154.93
821.55,999.37
821.45,346.79
826.13,645.87
826.88,295.67
824.28,247.55
826.23,1078.4
824.38,1213.6
828.5,1496.5
829.75,1360.3
837.75,83.631
837.48,373.66
837.75,1109.8
842.66,689.72
844.59,158.35
849.25,340.1
857.04,321.35
858,385.8
860.51,39.224
862.67,353.32
868.91,394.59
868.86,229.93
875.29,261.48
873.63,896.52
876.6,107.29
881.3,248.16
882.34,309.64
882.73,353.45
885.04,165.74
883.31,588.79
882.93,34.881
885.31,399.26
887.24,947.79
889.57,1124.8
896.74,1061.7
901.95,56.914
902.58,424.39
904.14,338.53
907.42,996.68
906.4,1236.9
913.31,316.7
914.59,1489.3
919.18,422.57
918.97,1275
929.47,366.54
930.4,1186.5
938.28,350.29
945.67,88.93
948.03,432.27
947.44,1482.6
947.63,22.658
953.57,380.56
954.38,198.83
955.02,343.04
962.42,127.07
959.66,1295.3
967.31,162.15
964.27,269.29
970.33,462.13
969.33,82.878
969.14,930.73
971.78,177.5
969.93,343.41
969.85,383.93
974.5,1142.9
975.77,866.61
979,150.77
982.95,449.71
980.95,1342.9
985.05,243.96
981.48,805.28
983.17,43.31
989.34,467.59
984.33,327.2
990.88,1303.5
994.18,154.22
994.1,376.78
995.47,1470.5
1001.7,352.02
1004.5,247.6
1003.9,233.37
1000.5,1364.5
1003,895.9
1005.8,913.51
1009,31.643
1006.3,489.02
1004.9,522.91
1007.5,403.48
1011.7,927.75
1013.9,272.65
1015.3,1330.5
1019.6,1478.4
1021.4,176.76
1020.5,339.74
1026.1,32.481
1025.3,473.06
1027.6,100.9
1026.6,208.63
1027.7,440.05
1034.4,132.81
1041.1,1006.1
1033.4,361.89
1036.4,423.2
1034.1,454.19
1037.2,512.48
1039.5,478.31
1041.5,532.77
1042.9,193.59
1041.4,242.53
1048.2,126.37
1044.3,108.96
1043.9,379.15
1044.5,452.07
1053.9,441.29
1048.3,423.39
1048.6,735
1046.7,816.37
1059.1,897.04
1048.7,155.13
1053.3,1399.9
1056.2,511.36
1059.4,372.27
1059.5,427.31
1055.3,796
1058,22.556
1056.8,401.39
1063.4,183.67
1061,357.24
1071.1,501.54
1076.3,407.96
1078.4,324.94
1077.9,391.13
1073.5,915.19
1071.6,1488.9
1073.8,71.749
1080.8,483.36
1083.1,843.08
1083.9,813.65
1089.7,476.15
1095.3,208.98
1092.1,401.69
1095.1,535.4
1094.8,855.03
1102.9,523.75
1102.5,1305.3
1106,113.91
1105.7,373.32
1105,456.99
1102.5,816.38
1104.1,1142.9
1110.5,348.23
1110.3,422.47
1118.1,857.15
1109.2,1457.3
1111.8,246.47
1112.2,389.13
1114.7,65.602
1115,312.23
1124.4,530.14
1120.5,706.38
1115.8,840.5
1121.5,464.91
1122.5,413.58
1122.4,1435.7
1124.1,233.36
1123.2,980.34
1124.8,1404.6
1126.8,362.71
1130,377.78
1138.3,340.43
1139.7,403.64
1135.6,250.79
1148.4,372.86
1144.4,419.16
1147.5,815.18
1151.9,533.31
1152.9,683.55
1155.4,725.18
1153.7,218.43
1154.1,700.9
1157.8,86.045
1156.1,428.83
1156.9,1299.1
1155.9,875.37
1156.1,739.97
1161.3,1447.4
1167,416.66
1162.4,484.57
1166.5,1116.4
1173.3,262.12
1177.6,357.32
1168.8,719.59
1175.4,517.99
1178.7,527.2
1190,164.97
1191.2,368.3
1194.3,1137.8
1199.4,1466.3
1201.7,3.855
1200.1,599.35
1208.9,118.33
1207.5,1306.4
1207.3,404.29
1207.9,519.59
1206.7,874.18
1212.4,914.04
1212.3,32.254
1216.3,49.074
1217.7,173.96
1217.4,750.12
1223.2,125.89
1224.6,61.609
1228.1,204.7
1225.6,231.45
1227.2,445.63
1231.2,326.22
1233.2,1346.8
1229.3,477.72
1230.5,419.33
1229.8,732.98
1232.2,778.27
1231.7,998.98
1237.3,382.25
1240.8,115.73
1243.4,480.58
1246.8,1216.3
1249.7,398.41
1255.4,203.56
1251.9,664.74
1255,1410.7
1253.9,1464.3
1261.1,20.981
1255.9,180.36
1257.4,326.42
1259.7,3.57
1257.6,361.9
1259.7,619.75
1260.7,737.64
1268.5,89.368
1267.9,141.3
1271,662.85
1269.6,1001.6
1280.2,211.25
1278,871.29
1278.9,1383.1
1285.9,306.36
1285.2,506.69
1286.9,975.26
1304.4,386.45
1292.9,646.55
1297.6,992.03
1299.2,363.55
1298.4,481.34
1299,51.854
1302.9,456.95
1301.4,703.38
1305.5,880.62
1301.9,1062.2
1308.2,854.62
1313.4,445.44
1310.3,911.19
1316.4,711.72
1313.7,827.68
1323.4,379.09
1323.2,136.18
1323,1097.7
1323.8,449.26
1329.1,127.03
1327.7,318.41
1331.5,399.45
1327.8,23.365
1332.5,352.57
1329.7,738.51
1331.1,811.6
1333.5,850.09
1333.5,651.25
1331.8,961.72
1332.7,1058.8
1341.6,462.03
1339.3,866.54
1336.8,203.33
1341,19.503
1340.7,101.89
1344.7,495.32
1340.2,753.67
1345.7,224.33
1347.3,665.71
1346.1,934.66
1351.4,366.55
1348.3,482.45
1350.3,733.24
1352.1,826.98
1356.2,422.12
1359.4,1021.2
1358.2,1354
1363.6,335.14
1368,429.29
1365.6,73.555
1364.2,990.94
1373,475.89
1370.5,241.55
1373.7,257.03
1374.5,325.67
1371.6,364.55
1371.8,625.23
1374.2,122.67
1377.9,347.18
1383.7,264.62
1385.9,478.79
1389.2,907.22
1390.7,285.18
1394.6,85.463
1393.6,373.52
1396.1,1224.9
1400,249.49
1406.4,33.881
1409.4,877.5
1410.5,122.72
1412.7,437.51
1414.5,453.91
1409.2,857.51
1416.6,631.53
1414.2,1421.3
1417.4,472.77
1422.9,202.56
1426.4,176.95
1424.9,254.29
1430.1,1496.4
1427.4,1182.6
1433,286.46
1441.4,267.22
1444.3,219.78
1442.5,1276
1445.9,935.45
1447.5,403.63
1448.2,15.65
1448.8,42.852
1454.3,263.09
1450.6,433.84
1450.3,642.8
1451.3,820.34
1457.2,365.58
1459.9,105.79
1465.5,302.67
1462.5,54.731
1463.1,345.16
1470.4,274.13
1466.1,700.8
1482.2,211.17
1479.6,324.69
1482.9,946.16
1484.2,429.93
1486.5,334.7
1493.7,937.94
1494.5,202.06
1493.5,105.19
1497.2,1124.2
